Latitude,Longitude,Rainfall (mm),Temperature (°C),Humidity (%),River Discharge (m³/s),Water Level (m),Elevation (m),Land Cover,Soil Type,Population Density,Infrastructure,Historical Floods,Flood Occurred
21.4521,85.34427,24.02,36.2,41.4,5005.7,10.98,72.4,Wetland,Alluvial,11124.4,0,2,1
18.11901,81.54927,11.91,25.9,32.2,1539.4,3.8,163.0,Agricultural,Alluvial,2246.7,1,2,0
21.20051,86.18147,10.95,20.9,39.6,4229.2,8.03,73.2,Water Body,Alluvial,1839.6,1,0,0
27.90043,72.59138,0.25,32.2,31.5,170.5,0.67,331.7,Agricultural,Silt,11116.6,1,2,0
11.10778,76.72035,119.14,33.6,76.6,4361.1,11.38,118.5,Urban,Sandy,11400.2,1,2,1
26.72362,73.66564,9.0,27.0,53.4,156.5,1.5,271.1,Urban,Loam,10583.0,1,2,0
17.80068,80.38621,91.89,30.0,59.3,5796.5,14.68,134.7,Wetland,Loam,4202.5,1,0,1
27.17285,90.00638,97.63,30.3,58.4,8229.0,17.69,106.4,Agricultural,Silt,4641.6,1,0,1
16.97427,80.6495,14.13,27.6,52.2,1667.1,1.42,129.9,Water Body,Clay,9986.6,1,3,0
10.34703,76.73596,271.28,27.8,100.0,7962.9,18.0,120.9,Urban,Clay,2132.9,1,7,1
28.81722,77.71692,164.72,31.5,91.0,5997.4,18.0,239.2,Forest,Silt,11932.3,0,1,1
22.85528,74.65575,6.18,31.5,49.2,1829.7,3.62,127.8,Agricultural,Clay,6461.5,1,4,0
26.209,71.76059,5.37,43.4,33.2,124.2,0.2,307.2,Forest,Silt,830.1,1,3,0
20.97954,86.60582,46.7,31.3,61.4,5148.2,10.6,20.5,Urban,Silt,8873.0,0,3,1
17.78845,81.6857,67.45,35.1,79.3,5705.2,14.36,83.4,Water Body,Sandy,1464.9,0,2,1
16.31529,79.99472,141.57,32.9,89.1,6035.7,16.46,62.8,Water Body,Clay,7281.9,1,3,1
26.7773,92.52804,110.91,30.4,62.3,9523.0,18.0,102.3,Agricultural,Alluvial,2281.2,0,2,1
25.74221,81.91406,179.75,30.1,100.0,11312.3,18.0,112.2,Urban,Clay,10382.4,1,3,1
25.54455,92.04058,64.51,25.7,66.8,8018.4,17.28,64.2,Agricultural,Alluvial,11659.8,1,3,1
25.15929,81.75175,40.48,36.9,58.3,4674.3,10.43,64.6,Agricultural,Alluvial,11198.1,0,6,1
26.98946,92.07815,62.76,22.6,58.6,8789.4,18.0,138.8,Agricultural,Loam,8077.5,0,1,1
22.60562,73.94174,160.7,30.8,100.0,4770.6,14.34,135.1,Urban,Loam,8882.1,1,0,1
27.41258,92.43081,111.8,30.9,81.7,11151.5,18.0,126.7,Forest,Clay,4821.6,1,1,1
25.20799,74.09602,6.2,35.6,31.9,140.3,0.57,184.6,Agricultural,Clay,11882.1,1,5,0
9.47633,76.71127,71.4,24.6,56.3,3390.8,9.26,148.7,Urban,Silt,7168.0,1,3,1
25.33342,83.25997,100.7,33.8,72.1,8224.7,18.0,57.2,Water Body,Loam,2120.4,0,2,1
25.44217,71.17803,7.85,27.6,36.9,162.3,1.11,325.3,Agricultural,Clay,1694.8,1,0,0
25.20218,72.27437,17.56,31.7,22.5,143.5,2.03,329.9,Agricultural,Alluvial,9523.6,0,1,0
10.64409,76.43692,0.93,26.9,32.8,2327.7,5.94,128.1,Forest,Clay,9036.4,1,3,0
16.70118,81.30907,69.79,31.1,79.9,4021.0,9.52,29.3,Water Body,Clay,3360.7,1,3,1
26.8783,83.09073,83.16,24.5,69.0,10054.9,18.0,49.7,Urban,Alluvial,415.5,1,1,1
11.12874,75.83302,102.12,26.8,80.0,3659.6,11.36,141.4,Urban,Loam,10368.5,0,2,1
11.10598,75.94633,4.18,32.2,41.3,2352.9,4.79,184.5,Urban,Loam,11935.8,0,0,0
26.35205,71.1554,12.46,23.6,51.9,155.3,0.44,244.7,Wetland,Alluvial,2353.1,0,1,0
29.19549,77.41722,53.68,20.9,44.4,3376.7,9.38,232.8,Urban,Alluvial,3371.1,1,2,1
26.90173,93.27758,64.82,28.8,76.2,8615.4,17.32,43.4,Agricultural,Clay,1970.0,1,0,1
28.47299,76.85836,294.83,25.2,100.0,8330.3,18.0,222.6,Agricultural,Alluvial,9617.4,0,0,1
25.42597,81.453,28.2,27.6,50.3,5764.9,12.19,84.4,Forest,Silt,8989.5,1,5,1
21.05529,86.48504,50.37,32.9,83.0,3556.2,9.35,73.5,Forest,Loam,2673.0,0,2,1
17.73296,80.78573,19.82,25.6,37.6,3224.3,7.65,124.4,Urban,Alluvial,8795.3,1,1,0
16.56403,82.16982,123.68,33.0,73.5,4790.3,14.16,143.7,Agricultural,Loam,4987.3,0,2,1
10.58524,76.11018,40.28,35.3,56.1,2840.5,7.52,84.4,Agricultural,Sandy,6941.0,1,5,1
26.5255,86.91917,210.15,29.8,100.0,10971.5,18.0,82.0,Forest,Sandy,9678.5,0,7,1
10.26088,76.84157,29.39,28.1,44.3,2028.8,5.02,195.6,Urban,Sandy,8952.7,1,8,0
26.62732,83.79369,30.29,19.6,46.0,3464.4,8.4,119.5,Water Body,Loam,11335.4,1,1,0
9.25558,76.22143,35.25,31.0,46.6,2453.5,5.02,115.5,Wetland,Loam,6173.6,0,2,0
29.26929,77.44985,6.48,31.6,38.0,1451.9,5.28,229.5,Forest,Loam,8569.6,1,2,0
26.61829,92.51505,173.55,29.7,87.4,15023.1,18.0,131.8,Forest,Loam,9071.7,1,1,1
21.15841,86.73224,64.5,27.2,67.8,5139.1,11.65,70.5,Urban,Alluvial,7187.4,0,5,1
29.49583,77.15939,9.94,31.3,44.5,1962.1,4.9,215.8,Agricultural,Clay,1536.2,1,2,0
25.15594,73.01595,18.75,23.8,46.0,155.6,0.6,306.9,Urban,Loam,2482.3,1,2,0
18.85906,75.95483,58.04,29.1,56.5,706.0,4.03,579.6,Agricultural,Clay,464.7,1,3,0
16.6847,81.72789,71.29,21.7,49.4,4949.1,12.14,134.9,Agricultural,Silt,2919.4,1,5,1
29.22012,77.1042,24.94,23.2,36.5,3291.0,6.53,216.1,Forest,Alluvial,8421.6,0,1,0
29.02066,77.78049,24.18,22.0,50.8,3744.3,8.43,230.5,Urban,Alluvial,484.8,0,4,0
28.57974,77.78194,42.93,24.7,72.5,2416.9,5.84,199.7,Agricultural,Sandy,3664.2,1,5,0
27.31946,90.08386,48.64,24.7,26.4,9113.8,18.0,100.3,Forest,Sandy,9248.2,1,2,1
27.23778,90.31704,128.68,28.1,73.0,9279.0,18.0,97.2,Forest,Alluvial,6901.4,1,6,1
27.3809,90.45542,73.44,26.9,74.5,9952.1,18.0,100.3,Agricultural,Sandy,11543.6,0,1,1
27.44512,93.20624,89.89,30.3,71.0,8622.3,18.0,72.8,Agricultural,Silt,6656.3,1,3,1
25.53109,89.80796,90.54,29.9,64.6,11120.3,18.0,64.8,Forest,Alluvial,11065.7,1,4,1
20.0079,86.15823,82.67,31.2,54.4,4298.1,10.26,81.0,Water Body,Loam,6301.8,0,1,1
28.32107,77.62098,50.65,35.0,66.7,3093.4,9.33,198.5,Urban,Sandy,9579.7,1,4,1
10.58856,75.85383,189.84,32.0,90.5,5466.2,18.0,192.3,Forest,Alluvial,4858.5,0,2,1
22.44816,77.00853,26.15,29.7,39.5,2566.8,7.35,155.0,Agricultural,Alluvial,2250.1,0,2,0
19.4535,76.09089,13.42,28.2,50.6,628.5,2.56,604.2,Water Body,Alluvial,10725.5,0,6,0
16.3161,81.19585,212.17,29.1,100.0,7203.4,18.0,110.1,Urban,Silt,6774.6,0,0,1
20.34105,85.96849,15.82,22.1,67.5,4394.7,10.69,69.3,Forest,Clay,1042.3,1,3,1
17.17505,80.35123,11.01,26.7,45.4,3792.6,8.34,46.7,Forest,Silt,3477.0,0,4,0
27.02894,82.44882,298.88,28.1,100.0,13960.0,18.0,88.8,Forest,Alluvial,4725.4,1,1,1
21.87703,75.61233,123.55,24.8,72.5,4446.7,11.66,253.9,Agricultural,Silt,11744.9,1,8,1
21.3057,86.27005,73.75,32.7,73.5,5296.3,13.47,24.4,Agricultural,Loam,11832.9,0,2,1
26.70671,84.7049,12.95,27.1,45.0,3690.6,7.11,114.0,Agricultural,Silt,5813.2,1,6,0
22.6971,73.51821,33.29,35.1,63.8,2019.6,5.03,225.0,Wetland,Alluvial,2993.8,0,1,0
17.10374,77.49044,11.71,35.2,37.8,418.6,0.2,467.1,Forest,Loam,6723.4,0,4,0
19.7482,76.09193,6.98,22.3,30.3,375.5,1.14,508.0,Agricultural,Alluvial,5661.8,0,5,0
16.67389,79.82669,45.25,27.4,54.2,2934.3,7.75,154.3,Urban,Clay,7326.8,0,3,1
28.39076,77.10615,8.24,30.6,50.8,2136.2,4.07,239.1,Urban,Loam,5026.9,0,1,0
28.97775,77.18273,8.97,25.0,40.1,2335.5,4.9,210.3,Agricultural,Silt,4964.4,1,3,0
10.09786,76.24866,25.3,29.5,50.5,1945.1,3.52,22.0,Agricultural,Alluvial,7985.4,0,6,0
15.88803,74.83733,42.89,26.9,69.4,753.6,3.09,476.9,Agricultural,Alluvial,1132.8,1,2,0
29.08383,76.87252,36.45,25.0,57.5,2823.4,6.47,222.8,Agricultural,Alluvial,1351.4,0,4,0
28.3715,76.90133,272.69,31.3,100.0,8577.0,18.0,236.2,Urban,Clay,7314.4,1,5,1
18.45581,80.51877,259.51,27.3,100.0,10066.2,18.0,70.7,Agricultural,Alluvial,11764.2,1,4,1
18.50429,77.23915,28.0,31.7,53.6,494.7,1.79,625.3,Urban,Alluvial,11952.6,0,2,0
25.25343,85.04285,113.13,29.8,81.0,7203.8,18.0,38.4,Water Body,Alluvial,10835.3,1,0,1
19.2573,77.22697,43.81,29.4,64.3,669.9,4.04,654.8,Urban,Clay,8304.1,1,1,0
25.16952,84.46206,10.26,30.0,43.4,4821.6,9.01,81.3,Water Body,Silt,3953.3,0,1,1
26.82815,72.89597,5.95,32.5,37.1,145.0,1.65,154.1,Forest,Alluvial,7792.1,0,4,0
18.04281,80.32833,45.85,30.6,49.8,3366.7,8.45,141.3,Agricultural,Clay,7980.7,1,1,1
19.80512,84.65998,94.75,28.6,79.7,4792.8,11.97,78.0,Urban,Clay,569.9,1,5,1
27.13703,81.53182,140.8,32.0,83.5,7319.2,18.0,77.6,Water Body,Loam,7538.5,1,1,1
26.52434,70.67416,21.24,30.1,55.3,152.9,0.76,170.7,Wetland,Sandy,9021.1,1,0,0
22.30771,75.59699,20.19,28.2,57.0,2177.8,5.04,231.3,Forest,Clay,10368.9,1,2,0
29.2303,77.10493,61.4,23.7,68.0,3201.3,8.08,195.7,Wetland,Alluvial,523.4,1,5,1
27.33347,92.36282,61.07,27.8,61.3,5432.4,12.08,64.7,Water Body,Alluvial,2917.1,1,1,1
26.96468,90.95503,167.36,20.6,100.0,12504.1,18.0,123.3,Agricultural,Sandy,7054.0,1,3,1
18.06858,80.20653,87.82,30.8,67.9,4737.8,10.79,148.8,Forest,Alluvial,7490.9,1,0,1
20.51626,86.23034,183.49,37.7,100.0,8779.9,18.0,50.0,Agricultural,Alluvial,3422.4,0,3,1
15.20389,76.87467,4.21,26.3,33.9,330.3,0.2,500.1,Urban,Clay,5032.5,1,5,0
10.21407,76.73591,264.78,23.8,100.0,7651.3,18.0,63.0,Forest,Loam,5671.3,1,2,1
25.13492,71.83334,16.4,31.8,41.3,120.6,2.06,179.7,Forest,Alluvial,2039.4,1,3,0
26.68479,86.38092,103.42,23.6,75.1,8883.1,18.0,60.5,Wetland,Alluvial,4498.1,0,4,1
15.10421,77.23968,5.05,28.6,32.8,314.9,1.22,545.0,Urban,Alluvial,9756.1,0,0,0
28.37834,73.9775,7.27,31.6,64.1,205.2,0.2,167.4,Urban,Silt,9429.8,1,5,0
15.84432,75.61074,12.49,23.7,52.8,516.5,0.4,589.0,Agricultural,Alluvial,2351.6,1,5,0
26.48723,73.35398,39.01,33.9,40.1,209.2,1.2,243.8,Water Body,Clay,10148.0,1,0,0
29.09235,77.63218,58.56,31.2,52.7,2943.0,7.1,198.2,Forest,Silt,4382.7,1,3,1
27.69541,72.06155,1.39,29.5,43.3,99.9,0.2,257.3,Urban,Clay,8207.1,1,3,0
27.75245,72.53922,26.47,29.9,48.8,253.7,0.63,156.4,Agricultural,Alluvial,11196.9,1,2,0
28.49687,74.08058,2.26,35.0,42.5,117.7,0.2,234.6,Agricultural,Alluvial,2453.7,1,1,0
26.64715,86.7648,7.53,33.5,52.4,3514.4,9.15,61.6,Wetland,Loam,10211.8,0,6,0
22.84307,76.87406,9.35,39.0,52.8,2151.8,6.08,57.0,Agricultural,Loam,11243.1,0,3,0
20.39832,86.15206,155.09,32.1,100.0,8035.0,18.0,26.7,Agricultural,Silt,6137.9,1,3,1
22.6289,76.82073,63.05,30.8,67.3,3194.7,7.79,130.2,Water Body,Loam,2057.2,1,4,1
9.67218,76.30184,80.57,29.1,73.4,3664.2,10.81,92.4,Urban,Loam,7905.9,1,0,1
18.57723,75.80066,14.58,20.0,46.9,486.9,0.53,768.8,Forest,Alluvial,8493.6,1,3,0
21.64739,76.78472,44.26,34.1,59.2,2359.5,6.61,92.1,Water Body,Alluvial,4229.5,0,4,0
15.35935,77.45571,3.83,25.5,24.6,489.6,1.65,668.1,Wetland,Alluvial,10714.5,0,1,0
10.72287,76.76307,25.57,29.1,54.0,2888.7,6.07,118.4,Agricultural,Alluvial,4111.4,1,2,0
10.5166,76.88518,138.45,30.6,72.5,4266.6,13.7,153.2,Urban,Loam,8213.6,1,3,1
16.88673,79.76007,29.63,28.6,70.1,3291.7,6.05,121.4,Agricultural,Alluvial,11342.9,1,0,0
16.24201,77.01111,85.07,23.5,59.2,684.5,3.54,774.6,Agricultural,Alluvial,9914.7,1,3,0
26.01486,74.25017,13.26,28.0,49.4,134.8,1.5,196.3,Urban,Silt,3592.2,1,2,0
21.79419,75.82032,63.51,29.9,60.2,3230.0,8.84,79.7,Urban,Loam,10617.3,0,9,1
15.62212,75.92024,43.41,29.7,34.3,698.3,3.27,453.0,Agricultural,Loam,1764.9,1,6,0
26.78498,94.22696,33.88,22.5,28.8,6044.1,12.68,42.2,Agricultural,Alluvial,8185.5,0,5,1
9.94873,76.88559,393.42,30.0,100.0,9215.5,18.0,86.2,Water Body,Silt,11232.7,1,1,1
26.05117,92.25076,8.85,25.9,44.2,4282.1,8.6,129.3,Agricultural,Silt,1045.7,0,2,0
16.77496,81.60148,73.33,36.5,68.1,4112.8,10.49,113.4,Water Body,Silt,6009.6,0,0,1
25.89068,72.97368,37.8,26.2,57.1,228.9,0.2,259.6,Agricultural,Loam,9796.3,1,0,0
28.3748,77.51971,19.82,25.9,24.9,2384.6,5.02,191.9,Agricultural,Alluvial,11598.9,1,5,0
10.7199,76.79485,16.4,29.2,56.9,2540.9,4.44,181.5,Agricultural,Clay,9870.7,0,1,0
26.55784,71.7133,29.06,28.4,45.1,127.0,1.84,334.7,Forest,Alluvial,7314.2,0,1,0
28.52449,77.22685,23.34,33.8,36.2,2931.2,5.26,193.2,Urban,Alluvial,3392.6,0,2,0
20.27668,85.94899,2.93,24.4,29.3,2815.6,6.39,83.2,Water Body,Clay,3210.2,1,5,0
17.17205,75.88742,20.95,33.0,50.5,613.4,3.02,732.0,Urban,Loam,10990.8,1,6,0
9.95902,76.30729,207.21,26.2,100.0,6534.1,18.0,44.9,Forest,Sandy,5478.7,1,2,1
28.75752,77.7077,14.89,31.3,54.0,2417.7,5.2,191.3,Agricultural,Clay,944.5,1,2,0
20.0309,85.27752,0.23,30.8,44.2,3439.4,6.98,79.7,Urban,Alluvial,10534.4,1,3,0
29.2007,77.19744,10.94,26.7,21.9,2635.3,5.47,211.8,Urban,Clay,9350.7,1,3,0
16.95658,81.52536,8.93,22.2,59.9,3831.7,7.63,168.3,Water Body,Alluvial,952.2,1,2,0
27.11784,82.67429,120.93,30.2,74.3,7921.0,18.0,85.9,Forest,Clay,11085.5,0,1,1
18.92596,76.15704,42.51,29.2,61.2,695.8,2.67,614.2,Water Body,Alluvial,7084.2,0,3,0
22.47696,76.78639,52.41,26.4,50.2,1925.5,6.78,210.6,Agricultural,Alluvial,5780.3,0,0,0
27.53069,72.49226,8.59,29.9,46.6,122.1,0.2,260.2,Urban,Alluvial,6084.7,0,1,0
17.55097,81.16584,45.55,26.5,56.3,3322.3,8.89,27.4,Forest,Clay,11949.5,0,0,1
21.41855,86.07689,55.87,32.9,76.9,3542.3,8.25,47.4,Wetland,Loam,2798.6,0,6,1
26.2162,94.26351,224.44,28.6,100.0,16378.8,18.0,88.1,Urban,Alluvial,8797.0,0,1,1
16.34807,75.68322,71.57,32.2,73.9,615.8,3.46,478.2,Agricultural,Silt,2491.5,1,2,0
20.42236,86.04456,55.13,29.8,57.9,5564.2,13.82,70.3,Urban,Clay,6228.5,0,0,1
17.38502,80.67276,40.77,24.6,39.4,3107.9,8.0,60.8,Forest,Silt,7209.6,1,2,1
17.63298,76.54317,6.59,25.3,46.2,509.0,2.4,699.4,Agricultural,Sandy,10557.8,1,8,0
26.62961,95.08915,70.05,30.0,50.3,7057.3,16.27,90.8,Agricultural,Loam,8943.7,1,2,1
21.52272,76.66763,36.18,25.8,48.0,1717.2,3.97,159.5,Wetland,Sandy,7869.4,1,4,0
18.0518,80.84795,7.18,37.6,42.3,2804.4,6.02,95.7,Agricultural,Alluvial,11423.1,1,1,0
25.25519,86.2357,13.77,23.9,42.3,4415.7,9.5,30.7,Agricultural,Alluvial,4868.2,1,7,1
16.20501,80.87673,8.69,20.2,47.2,3047.1,7.24,142.5,Water Body,Sandy,9783.0,1,0,0
20.72625,85.55193,128.52,28.7,79.0,8814.2,18.0,48.4,Forest,Alluvial,6872.2,1,5,1
25.10929,72.72366,10.41,25.6,47.8,176.9,0.2,288.2,Water Body,Alluvial,5460.4,1,4,0
29.1081,77.21533,12.21,26.9,58.9,1860.2,4.98,208.8,Forest,Alluvial,7650.2,1,3,0
29.49586,77.34926,74.53,23.6,68.9,3373.6,8.71,216.6,Urban,Alluvial,11679.0,1,0,1
25.67039,82.50559,50.23,31.4,58.1,6135.0,14.36,106.8,Urban,Alluvial,1856.4,1,2,1
25.267,85.21235,79.62,28.9,69.4,5877.5,13.91,96.7,Agricultural,Silt,11384.2,1,2,1
22.48862,75.82986,4.06,23.1,38.2,2005.1,4.49,91.1,Forest,Alluvial,7618.0,1,2,0
25.59068,72.03627,7.32,25.0,25.9,164.7,0.73,164.7,Forest,Loam,6842.4,1,6,0
9.93892,76.13561,209.19,26.5,100.0,5908.8,17.63,169.1,Agricultural,Alluvial,884.0,1,1,1
25.59734,71.62218,7.28,27.1,38.0,220.2,0.8,220.7,Forest,Alluvial,6407.6,0,3,0
26.67612,87.24598,192.98,34.8,100.0,11690.7,18.0,111.7,Water Body,Alluvial,7435.5,1,3,1
16.39086,82.10819,68.52,27.1,74.9,5708.6,14.95,118.8,Wetland,Alluvial,9203.4,1,5,1
21.40356,86.30884,279.55,27.1,100.0,13205.2,18.0,60.3,Forest,Silt,2175.7,0,4,1
9.31298,76.35352,55.81,27.7,54.7,3302.8,6.68,96.6,Forest,Alluvial,1567.8,1,8,1
28.35152,70.65669,32.99,35.7,51.7,252.5,2.82,282.8,Forest,Alluvial,4951.7,1,0,0
11.17688,76.75516,24.79,29.3,59.9,2593.1,5.21,189.5,Agricultural,Alluvial,1312.3,0,5,0
10.36377,76.5989,172.36,31.9,81.0,5106.0,17.79,18.2,Urban,Alluvial,5378.7,1,4,1
17.10859,79.57397,94.61,31.4,88.1,4952.8,13.79,119.5,Forest,Alluvial,2046.7,0,4,1
25.22406,84.19859,14.2,35.7,48.1,3059.7,6.56,104.1,Agricultural,Alluvial,11731.7,1,3,0
26.96129,91.35935,69.96,28.3,50.7,7645.9,16.63,84.0,Urban,Sandy,3257.6,1,0,1
27.96221,73.50513,3.13,33.2,73.0,141.4,1.31,338.5,Urban,Loam,7436.9,1,4,0
21.2265,86.14649,1.95,33.9,29.5,4146.8,8.4,47.6,Forest,Loam,2389.5,0,1,0
27.58018,94.21355,275.76,31.9,100.0,19098.5,18.0,80.1,Agricultural,Loam,3016.7,1,3,1
29.29262,77.4995,21.32,32.7,45.7,2446.7,6.27,212.1,Agricultural,Loam,5348.3,1,2,0
21.16788,86.37213,96.71,30.6,54.1,6832.6,18.0,53.1,Urban,Clay,9450.5,0,0,1
26.45304,94.25317,78.2,26.6,70.9,7726.9,16.28,76.5,Forest,Silt,8742.2,0,2,1
20.58085,85.71478,175.06,31.9,100.0,7778.1,18.0,64.1,Forest,Alluvial,10839.6,0,3,1
19.43767,76.16098,117.58,32.0,80.9,735.9,4.96,475.6,Forest,Clay,10624.9,1,1,1
26.57384,71.4623,7.48,22.4,46.8,204.4,0.2,332.7,Agricultural,Clay,1726.5,1,4,0
22.2601,77.64602,9.03,23.7,37.6,1491.9,4.55,278.9,Forest,Silt,5187.9,1,2,0
22.39976,75.49519,1.41,29.6,41.4,1502.8,2.97,83.8,Forest,Silt,4154.4,0,1,0
25.57117,80.79796,20.8,24.0,53.1,5775.6,11.84,42.4,Urban,Alluvial,6663.7,1,6,1
28.53409,77.7214,9.66,28.2,36.0,2795.1,6.11,190.9,Forest,Alluvial,7764.1,1,0,0
25.547,81.75691,2.34,27.2,51.3,2112.9,4.25,35.3,Urban,Alluvial,2371.8,1,6,0
18.16269,79.99759,8.88,40.1,20.0,2505.4,5.94,125.8,Agricultural,Loam,2960.3,0,2,0
10.70197,76.33118,19.01,29.5,49.4,2289.1,4.92,155.3,Agricultural,Alluvial,10865.1,1,0,0
18.32794,80.85313,27.11,29.2,42.1,3256.2,6.57,36.0,Agricultural,Loam,5994.2,1,7,0
28.54561,77.45619,105.56,22.4,82.2,4454.9,12.89,235.6,Urban,Alluvial,11421.8,1,1,1
21.90935,75.80968,3.86,31.1,39.4,1444.8,4.16,214.9,Forest,Silt,2160.6,1,2,0
17.71855,75.40196,2.43,34.2,32.6,362.3,1.62,697.3,Urban,Sandy,9228.5,1,1,0
25.53395,95.14023,197.77,31.6,95.2,13864.7,18.0,122.9,Wetland,Alluvial,9772.1,1,1,1
26.80461,94.30336,25.93,24.0,48.1,6209.5,14.52,68.6,Agricultural,Silt,8897.7,0,2,1
23.14248,76.84301,51.81,29.9,47.5,2772.1,8.27,190.4,Urban,Clay,3625.1,0,1,1
18.83663,76.18137,16.86,42.3,75.6,449.2,1.7,764.0,Forest,Alluvial,1469.2,1,0,0
27.92985,73.59281,7.57,28.7,37.6,123.3,1.11,178.8,Water Body,Alluvial,801.0,0,1,0
25.74713,95.48144,80.69,32.4,69.7,7441.6,17.97,150.0,Forest,Alluvial,5390.9,1,4,1
11.08325,76.73692,147.72,32.9,86.9,4218.1,12.98,105.3,Urban,Clay,7657.7,0,1,1
10.1309,75.92282,45.75,34.8,79.5,2936.2,8.89,152.8,Forest,Alluvial,8117.2,0,2,1
16.54646,79.63314,85.68,30.5,71.1,5520.3,13.37,50.5,Urban,Clay,5814.8,1,4,1
27.45205,92.0757,6.65,28.3,37.2,4896.2,8.89,123.5,Urban,Sandy,10272.8,1,5,1
10.04664,76.3477,121.21,29.0,100.0,4236.9,11.0,55.6,Urban,Loam,5638.6,1,6,1
22.35036,76.26837,35.27,29.1,35.9,1984.6,3.17,174.9,Urban,Alluvial,9252.8,0,4,0
17.80796,81.76822,162.84,27.9,98.6,6508.6,18.0,106.9,Agricultural,Loam,7788.8,1,6,1
11.26336,76.78442,31.55,28.8,67.7,2350.1,6.32,56.6,Urban,Loam,5510.7,1,5,0
17.41032,81.78713,149.69,28.6,88.6,6195.8,17.8,101.9,Agricultural,Alluvial,3899.9,0,4,1
17.2234,81.46696,37.07,35.0,63.4,3863.7,9.47,88.5,Forest,Clay,3974.1,0,5,1
20.9312,85.12121,8.06,27.0,49.0,2423.9,3.57,82.9,Forest,Clay,2558.6,0,4,0
19.96315,85.38061,27.89,20.0,50.5,2845.5,7.06,32.1,Agricultural,Silt,10683.1,1,2,0
26.24598,86.32198,33.01,34.0,38.5,4232.2,11.02,79.0,Agricultural,Loam,4021.1,1,3,1
10.35955,76.61712,55.23,26.8,46.4,2761.9,7.8,57.1,Urban,Clay,7122.1,0,3,1
19.75663,77.44516,21.42,35.8,39.6,314.8,0.24,502.2,Water Body,Clay,8981.2,1,3,0
28.66842,77.61115,81.8,35.9,52.4,3230.6,10.12,229.5,Water Body,Sandy,4047.5,1,2,1
26.16419,94.4569,16.81,31.5,31.5,4946.5,10.09,82.4,Agricultural,Clay,11684.5,1,0,1
25.8157,89.80864,52.59,32.6,54.0,6738.9,14.57,50.2,Wetland,Clay,1935.8,0,3,1
26.80405,93.81359,348.51,36.9,100.0,19769.4,18.0,94.9,Agricultural,Alluvial,11880.8,1,3,1
10.38471,76.65596,471.48,30.1,100.0,11410.1,18.0,73.6,Forest,Loam,7199.9,0,5,1
17.35729,81.07806,74.53,30.5,82.0,3323.3,9.3,55.3,Water Body,Loam,5971.3,1,1,1
29.36586,76.80323,36.82,25.9,37.3,2162.1,5.09,200.9,Urban,Clay,11740.7,1,8,0
18.88847,76.31562,21.65,29.8,56.5,414.0,0.69,507.8,Forest,Clay,4440.8,0,5,0
21.29522,85.95661,89.24,33.2,84.3,5938.0,15.1,26.0,Urban,Alluvial,11407.8,0,1,1
20.74536,86.29631,48.7,26.2,66.8,5680.4,13.13,40.1,Urban,Loam,10207.2,1,1,1
9.34911,76.03147,42.34,26.6,67.0,2979.4,8.15,178.2,Agricultural,Clay,2460.9,0,4,1
21.02735,86.69088,143.06,33.1,100.0,7758.0,18.0,77.3,Urban,Clay,5181.0,1,4,1
28.60346,77.56982,0.76,28.0,42.3,2302.9,4.48,217.9,Forest,Clay,11863.9,0,1,0
29.33792,77.67513,1.24,31.4,20.0,1218.9,2.12,225.2,Agricultural,Clay,3589.7,1,2,0
9.81117,76.54721,81.71,22.6,62.7,3659.1,8.3,192.9,Wetland,Alluvial,3085.0,1,3,1
20.369,86.38915,42.18,29.7,64.1,3187.6,7.14,67.3,Urban,Loam,6816.7,1,3,1
27.712,73.84088,7.93,31.7,60.6,201.5,0.33,304.6,Forest,Alluvial,683.4,0,2,0
26.48231,72.41791,8.04,26.8,44.8,145.0,1.42,155.3,Urban,Alluvial,7333.5,0,0,0
17.15055,82.05743,17.88,30.2,55.0,3162.9,6.61,58.6,Water Body,Alluvial,4841.6,0,3,0
27.37197,73.13382,9.73,23.6,66.9,153.7,1.17,157.0,Urban,Loam,7420.6,1,1,0
18.4568,80.97841,196.57,26.6,100.0,8239.1,18.0,63.6,Urban,Alluvial,11295.0,1,5,1
25.21995,83.54039,33.98,25.3,58.1,3579.1,9.55,85.9,Agricultural,Clay,1094.8,1,4,1
26.49223,82.32582,123.86,29.4,80.6,8332.9,18.0,94.6,Urban,Clay,6402.5,1,2,1
17.94083,80.76595,32.88,31.4,61.4,3735.9,8.93,153.5,Agricultural,Clay,9275.7,0,0,1
9.8438,76.80884,0.47,27.0,43.8,1214.8,2.77,199.1,Wetland,Silt,7306.6,0,4,0
28.32289,77.71194,38.83,27.2,60.7,2262.4,4.29,191.8,Forest,Alluvial,8541.3,1,5,0
11.46217,76.25116,4.43,25.9,51.5,1621.3,4.14,72.2,Urban,Clay,10910.3,0,1,0
10.04501,76.08167,44.37,24.1,57.1,1805.6,5.16,74.2,Wetland,Clay,1560.1,1,7,0
26.22742,84.75642,76.95,29.2,71.2,7308.0,15.69,77.4,Forest,Alluvial,7740.2,1,6,1
28.76699,77.64847,81.59,28.6,61.7,3761.5,10.52,208.3,Agricultural,Alluvial,9060.1,0,5,1
21.80032,76.33382,78.64,34.4,71.5,3665.8,10.09,146.2,Water Body,Loam,7059.2,1,1,1
10.00478,76.55529,10.0,24.1,34.7,2575.0,4.73,125.8,Urban,Clay,7496.1,0,0,0
