site_id,latitude,longitude,state,district,eco_region,elevation_m,slope_deg,aspect_deg,curvature,annual_rainfall_mm,monsoon_rainfall_mm,max_daily_rainfall_mm,mean_temperature_c,dist_to_river_km,river_density_km_sqkm,dist_to_road_km,road_density_km_sqkm,ndvi,lulc,pop_density_per_sqkm,housing_quality_score,infrastructure_access,flood_label,landslide_label,wildfire_label,spatial_block_id
IND_S014374,14.07939,73.66211,Kerala,Wayanad,Western_Ghats,503.4,34.78,331.1,-0.631,2858.8,2464.0,286.6,29.6,2.94,1.85,0.09,1.22,0.707,Dense_Forest,273.3,0.56,0.19,0,0,1,14_73
IND_S014375,27.9025,72.85248,Rajasthan,Jaisalmer,Arid_West,283.0,3.69,131.6,0.362,491.4,399.3,83.9,33.9,10.81,0.13,1.0,0.92,0.375,Barren_Sandy,150.4,0.18,0.33,0,0,0,27_72
IND_S014376,16.91423,80.03787,Tamil Nadu,Nilgiris,Deccan_Plateau,509.0,0.35,311.7,0.115,919.1,660.2,53.0,28.3,1.2,0.64,1.4,2.09,0.578,Scrubland,264.3,0.41,0.14,0,0,0,16_80
IND_S014377,11.94184,79.57963,Andhra Pradesh,East Godavari,Deccan_Plateau,386.2,2.01,36.0,-0.104,1128.0,967.4,129.4,26.2,2.63,0.59,4.13,0.65,0.24,Agricultural,41.2,0.34,0.47,0,0,0,11_79
IND_S014378,21.38463,84.77027,Odisha,Koraput,Central_Plateau,426.1,0.61,1.0,-0.177,1686.9,1280.1,174.4,31.0,8.09,0.63,1.33,0.54,0.706,Dense_Forest,318.6,0.57,0.16,0,0,0,21_84
IND_S014379,26.91851,80.84878,Bihar,Supaul,Indo_Gangetic_Plain,113.1,3.49,176.6,-0.425,612.5,441.3,65.4,33.8,4.17,1.44,6.87,2.26,0.455,Settlement,2150.9,0.52,0.64,0,0,0,26_80
IND_S014380,29.50396,77.76278,Uttarakhand,Rudraprayag,Western_Himalayas,2969.1,10.2,11.6,0.339,1396.0,1107.7,161.1,12.5,2.23,0.78,2.27,1.67,0.684,Settlement,1800.7,0.41,0.79,0,0,0,29_77
IND_S014381,25.36621,72.18213,Rajasthan,Barmer,Arid_West,333.3,1.01,73.6,-0.202,533.7,440.8,80.9,32.3,1.2,0.61,1.07,1.02,0.361,Agricultural,190.1,0.26,0.57,0,0,0,25_72
IND_S014382,15.62336,74.69281,Karnataka,Kodagu,Western_Ghats,718.8,16.6,91.9,-0.772,2065.8,1795.6,254.1,27.1,0.19,2.15,0.06,1.06,0.451,Agricultural,442.6,0.43,0.53,0,0,0,15_74
IND_S014383,27.15218,94.63896,Assam,Morigaon,Eastern_Himalayas_NE,761.3,14.79,300.8,-2.574,3166.7,2740.7,342.1,29.1,0.81,1.04,0.72,0.8,0.261,Scrubland,96.7,0.5,0.26,0,0,0,27_94
IND_S014384,33.23401,79.08632,Uttarakhand,Rudraprayag,Western_Himalayas,2298.5,20.91,67.2,-2.165,1643.9,1263.6,120.2,22.2,26.11,0.75,0.63,1.24,0.425,Dense_Forest,485.0,0.13,0.57,0,1,0,33_79
IND_S014385,15.74257,78.68326,Telangana,Khammam,Deccan_Plateau,506.2,8.64,166.7,-0.151,773.2,618.0,102.0,24.5,25.0,0.55,9.34,1.57,0.238,Settlement,1556.6,0.5,0.61,0,0,0,15_78
IND_S014386,12.4559,81.23698,Telangana,Khammam,Deccan_Plateau,425.1,3.71,342.2,-0.737,854.6,601.3,101.2,29.0,5.12,0.0,1.4,0.26,0.131,Scrubland,10.6,0.12,0.33,0,0,0,12_81
IND_S014387,16.86154,77.39608,Andhra Pradesh,East Godavari,Deccan_Plateau,281.0,4.53,95.4,-0.007,652.3,482.9,66.3,27.1,5.21,0.61,0.48,1.2,0.312,Agricultural,181.3,0.49,0.32,0,0,0,16_77
IND_S014388,14.36645,75.3305,Maharashtra,Raigad,Western_Ghats,139.8,24.48,313.5,-2.306,3223.9,2779.5,223.9,29.6,1.93,1.45,4.63,0.58,0.699,Settlement,8925.2,0.3,0.49,0,0,0,14_75
IND_S014389,25.58736,80.3422,Bihar,Supaul,Indo_Gangetic_Plain,74.3,3.39,178.0,-0.111,927.2,730.2,115.6,32.5,4.66,1.5,4.71,1.44,0.662,Agricultural,118.9,0.34,0.58,0,0,0,25_80
IND_S014390,27.41932,83.56141,Uttar Pradesh,Ballia,Indo_Gangetic_Plain,68.2,4.35,129.9,0.103,1542.8,1245.0,194.3,29.7,0.62,2.01,1.23,1.62,0.769,Agricultural,68.9,0.43,0.21,1,0,0,27_83
IND_S014391,33.01101,78.43144,Himachal Pradesh,Mandi,Western_Himalayas,1845.0,11.93,132.3,1.532,1500.5,1280.5,187.6,23.5,3.68,0.54,2.51,2.34,0.5,Dense_Forest,730.1,0.54,0.51,0,0,0,33_78
IND_S014392,13.68569,77.35516,Telangana,Khammam,Deccan_Plateau,314.6,3.17,6.2,-0.771,1096.5,814.6,143.0,29.1,13.27,0.63,0.65,2.28,0.284,Scrubland,933.8,0.45,0.32,0,0,0,13_77
IND_S014393,34.07368,77.23006,Jammu & Kashmir,Doda,Western_Himalayas,1775.1,32.34,56.8,-1.544,1507.6,1262.0,165.6,19.8,5.6,0.12,1.94,0.39,0.579,Dense_Forest,294.6,0.13,0.33,0,1,0,34_77
IND_S014394,9.45543,75.86033,Karnataka,Kodagu,Western_Ghats,350.3,12.44,248.9,1.66,2460.8,1782.8,227.4,28.4,1.79,1.44,2.78,1.48,0.512,Water_Body,83.8,0.11,0.54,0,0,0,9_75
IND_S014395,13.96749,74.34236,Kerala,Wayanad,Western_Ghats,80.0,9.12,341.3,1.529,3343.8,2895.0,542.9,29.8,1.18,0.52,0.37,1.63,0.576,Water_Body,615.8,0.13,0.27,1,0,0,13_74
IND_S014396,12.11416,76.59068,Karnataka,Kodagu,Western_Ghats,1104.6,13.17,345.1,1.142,4196.1,3657.4,343.6,24.2,0.38,1.38,2.58,0.8,0.627,Plantation,112.8,0.32,0.23,0,0,0,12_76
IND_S014397,27.55157,72.1044,Gujarat,Kutch,Arid_West,306.6,10.96,125.3,-0.725,424.4,303.9,56.7,28.6,0.2,0.35,7.81,2.18,0.131,Agricultural,149.6,0.4,0.11,0,0,0,27_72
IND_S014398,32.77463,75.6916,Himachal Pradesh,Kullu,Western_Himalayas,1857.7,35.33,5.5,-0.207,1658.7,1273.0,158.9,24.1,0.2,0.83,7.94,1.09,0.638,Grassland,96.9,0.15,0.29,0,0,0,32_75
IND_S014399,23.92811,81.74972,Odisha,Koraput,Central_Plateau,584.4,3.57,87.9,-0.218,1752.7,1286.4,143.7,31.0,11.58,0.29,2.24,1.22,0.777,Plantation,432.3,0.55,0.33,0,0,0,23_81
IND_S014400,29.78666,76.58293,Himachal Pradesh,Kullu,Western_Himalayas,2122.1,32.61,7.4,-0.702,1678.6,1247.1,113.1,20.9,5.37,1.04,0.4,1.7,0.413,Grassland,119.2,0.5,0.13,0,1,0,29_76
IND_S014401,34.0334,77.22373,Uttarakhand,Chamoli,Western_Himalayas,2508.7,24.26,110.4,-0.038,1782.4,1547.0,167.7,18.6,0.31,0.49,2.71,0.46,0.586,Barren_Rocky,534.3,0.15,0.27,0,0,0,34_77
IND_S014402,27.39627,78.69737,Uttar Pradesh,Ballia,Indo_Gangetic_Plain,73.6,1.25,40.8,0.157,1049.0,885.1,108.5,30.6,2.77,0.7,2.5,1.89,0.525,Wetland,176.4,0.25,0.57,1,0,0,27_78
IND_S014403,30.2876,77.62044,Uttarakhand,Rudraprayag,Western_Himalayas,1009.4,32.68,189.3,0.862,1294.3,1118.8,144.1,25.9,1.44,0.72,3.18,0.65,0.487,Open_Forest,131.7,0.6,0.1,0,0,1,30_77
IND_S014404,22.87181,82.78612,Odisha,Mayurbhanj,Central_Plateau,323.5,1.15,37.4,-0.263,950.0,696.7,137.6,23.0,7.28,0.83,3.06,1.62,0.78,Settlement,1127.5,0.45,0.55,0,0,0,22_82
IND_S014405,10.91175,76.68674,Kerala,Wayanad,Western_Ghats,543.5,28.29,83.6,1.798,3302.5,2715.2,443.2,26.0,7.74,1.46,0.72,2.1,0.806,Dense_Forest,959.1,0.45,0.45,0,1,0,10_76
IND_S014406,32.53449,74.55774,Himachal Pradesh,Kullu,Western_Himalayas,1628.5,33.66,125.9,1.716,1246.3,915.5,104.4,21.2,3.08,0.7,3.94,2.17,0.582,Open_Forest,97.3,0.39,0.23,0,0,0,32_74
IND_S014407,31.43233,78.56597,Himachal Pradesh,Kullu,Western_Himalayas,1761.5,19.91,188.0,0.086,1408.3,1001.5,161.2,24.5,14.01,0.53,2.31,1.03,0.662,Dense_Forest,165.6,0.18,0.49,0,0,0,31_78
IND_S014408,11.12299,75.8235,Karnataka,Kodagu,Western_Ghats,282.7,16.89,341.3,-1.881,3335.1,2627.8,399.1,29.5,2.89,3.23,0.51,2.65,0.837,Dense_Forest,23.0,0.34,0.14,0,1,0,11_75
IND_S014409,17.72599,80.7438,Telangana,Khammam,Deccan_Plateau,401.6,0.75,101.7,0.145,559.6,436.1,51.2,29.3,11.17,0.91,1.72,1.58,0.41,Barren_Sandy,130.4,0.42,0.38,0,0,0,17_80
IND_S014410,25.31432,83.83505,Uttar Pradesh,Ballia,Indo_Gangetic_Plain,48.2,2.7,152.0,-0.533,1060.1,826.6,99.9,31.5,7.57,1.93,1.94,0.82,0.649,Agricultural,267.1,0.16,0.16,0,0,0,25_83
IND_S014411,10.32339,75.89618,Kerala,Idukki,Western_Ghats,603.9,9.1,279.2,-0.803,1201.2,979.8,115.0,28.6,3.67,1.33,1.64,1.91,0.738,Dense_Forest,467.6,0.22,0.58,0,0,0,10_75
IND_S014412,19.5677,80.12218,Madhya Pradesh,Balaghat,Central_Plateau,583.9,1.83,34.8,-0.183,1694.8,1443.3,196.4,27.0,11.39,0.54,3.24,0.77,0.737,Plantation,80.6,0.56,0.35,0,0,0,19_80
IND_S014413,10.54734,76.43712,Karnataka,Uttara Kannada,Western_Ghats,666.4,18.12,221.0,-0.419,3297.8,2851.5,414.2,23.8,2.69,0.9,3.0,0.21,0.808,Agricultural,70.0,0.25,0.36,0,0,0,10_76
IND_S014414,27.24269,93.94907,Sikkim,North Sikkim,Eastern_Himalayas_NE,1233.5,25.67,150.2,-1.063,2628.2,2030.0,419.4,25.9,2.35,1.73,3.09,0.43,0.275,Scrubland,159.2,0.51,0.56,0,1,0,27_93
IND_S014415,13.7927,74.23812,Karnataka,Kodagu,Western_Ghats,998.4,29.95,316.5,0.668,4500.0,3155.9,550.0,28.0,1.34,1.8,1.2,0.19,0.745,Dense_Forest,21.3,0.2,0.54,0,1,0,13_74
IND_S014416,14.62007,76.55845,Kerala,Idukki,Western_Ghats,561.3,16.3,82.7,4.089,2888.6,2109.2,324.6,26.2,3.19,2.35,8.45,1.97,0.698,Dense_Forest,916.5,0.51,0.52,0,0,0,14_76
IND_S014417,19.18888,81.07936,Madhya Pradesh,Balaghat,Central_Plateau,547.7,0.78,121.3,0.039,1100.3,847.1,74.7,28.6,8.37,0.4,18.59,2.09,0.857,Dense_Forest,101.0,0.55,0.11,0,0,0,19_81
IND_S014418,16.61736,74.83365,Karnataka,Uttara Kannada,Western_Ghats,1082.5,36.38,260.9,-0.907,1876.5,1529.8,324.2,28.9,5.41,1.71,0.04,1.47,0.864,Settlement,7277.3,0.44,0.67,0,1,0,16_74
IND_S014419,26.37439,70.99467,Rajasthan,Barmer,Arid_West,175.7,2.27,310.6,-0.375,270.1,205.0,42.2,27.3,29.09,1.17,3.77,0.65,0.02,Barren_Sandy,30.2,0.19,0.43,0,0,0,26_70
IND_S014420,27.85498,93.58091,Arunachal Pradesh,Lower Subansiri,Eastern_Himalayas_NE,744.5,52.88,127.6,3.766,2846.7,2172.4,330.6,30.0,0.9,1.64,0.06,2.26,0.444,Barren_Sandy,57.5,0.57,0.29,0,1,0,27_93
IND_S014421,23.87157,73.00794,Rajasthan,Barmer,Arid_West,354.7,0.4,298.7,-0.452,387.6,303.7,48.0,27.7,12.58,0.81,1.91,1.28,0.514,Scrubland,433.8,0.35,0.53,0,0,0,23_73
IND_S014422,16.10646,76.81864,Karnataka,Uttara Kannada,Western_Ghats,1030.2,7.83,45.6,-1.649,2228.4,1797.7,245.9,31.0,4.94,2.33,5.49,0.36,0.789,Dense_Forest,219.9,0.5,0.2,0,0,0,16_76
IND_S014423,19.9009,84.83942,Odisha,Mayurbhanj,Central_Plateau,547.3,3.53,173.7,-0.497,1325.4,1065.8,192.5,32.5,0.21,0.71,2.31,1.76,0.837,Plantation,2018.9,0.5,0.31,0,0,0,19_84
IND_S014424,34.19591,78.07431,Uttarakhand,Rudraprayag,Western_Himalayas,2326.8,34.87,338.4,-0.621,1825.5,1322.4,188.9,24.3,23.88,1.05,5.64,2.47,0.562,Dense_Forest,336.5,0.55,0.2,0,0,0,34_78
IND_S014425,26.09519,82.41064,West Bengal,Murshidabad,Indo_Gangetic_Plain,74.0,0.29,58.2,0.072,1213.5,938.3,110.9,31.5,12.94,2.15,1.64,2.61,0.381,Agricultural,251.3,0.22,0.28,0,0,0,26_82
IND_S014426,23.62149,83.56625,Odisha,Koraput,Central_Plateau,437.9,4.11,49.4,0.066,1062.1,839.1,82.0,28.9,2.95,0.73,0.22,0.48,0.754,Dense_Forest,69.4,0.18,0.3,0,0,0,23_83
IND_S014427,21.12103,82.33233,Odisha,Koraput,Central_Plateau,538.6,9.57,21.8,-0.079,885.9,702.0,101.3,31.0,5.59,0.12,0.13,1.58,0.869,Agricultural,1085.0,0.33,0.13,0,0,0,21_82
IND_S014428,30.18069,77.9822,Uttarakhand,Rudraprayag,Western_Himalayas,3237.0,28.98,139.9,-1.311,1056.1,896.7,109.2,14.7,8.34,0.53,3.38,0.53,0.619,Grassland,141.5,0.45,0.45,0,0,0,30_77
IND_S014429,16.40721,74.17652,Karnataka,Uttara Kannada,Western_Ghats,1202.1,31.91,316.9,2.246,2132.2,1496.1,148.4,24.6,4.17,1.17,2.16,2.71,0.645,Settlement,9844.4,0.37,0.66,0,0,0,16_74
IND_S014430,30.62727,79.08354,Jammu & Kashmir,Doda,Western_Himalayas,2183.5,65.0,323.6,0.235,1294.4,1049.7,223.9,16.4,0.34,0.13,2.13,0.58,0.821,Open_Forest,731.7,0.43,0.5,0,1,0,30_79
IND_S014431,28.45921,72.05697,Gujarat,Kutch,Arid_West,347.5,4.91,193.4,0.175,416.9,299.7,54.9,33.6,5.32,0.26,0.86,1.56,0.132,Barren_Sandy,451.0,0.26,0.14,0,0,0,28_72
IND_S014432,12.21329,80.41695,Andhra Pradesh,East Godavari,Deccan_Plateau,300.8,5.86,157.0,-0.053,996.8,715.8,67.2,30.1,19.25,0.06,0.79,1.76,0.395,Scrubland,94.5,0.2,0.53,0,0,0,12_80
IND_S014433,31.24658,74.85559,Uttarakhand,Chamoli,Western_Himalayas,3296.2,22.97,196.7,-1.693,1704.4,1263.8,251.4,15.6,27.71,0.25,2.76,0.95,0.495,Grassland,34.3,0.3,0.36,0,0,0,31_74
IND_S014434,11.26077,79.40505,Tamil Nadu,Nilgiris,Deccan_Plateau,468.6,1.48,23.2,-0.094,671.8,551.9,97.3,27.4,2.08,0.61,0.18,0.47,0.096,Agricultural,244.9,0.55,0.25,0,0,0,11_79
IND_S014435,24.31843,71.17621,Rajasthan,Jaisalmer,Arid_West,215.6,11.9,341.0,-0.289,402.6,322.1,39.4,33.9,3.52,0.67,1.36,0.55,0.359,Barren_Sandy,746.8,0.33,0.57,0,0,0,24_71
IND_S014436,26.28214,88.0349,West Bengal,Murshidabad,Indo_Gangetic_Plain,175.5,3.84,78.0,0.517,1105.9,897.8,103.6,31.5,1.9,2.14,0.68,0.61,0.596,Agricultural,694.1,0.58,0.41,0,0,0,26_88
IND_S014437,19.4736,80.78166,Odisha,Mayurbhanj,Central_Plateau,493.4,3.51,356.5,-0.228,1019.0,855.7,129.5,31.8,13.45,0.65,6.44,1.43,0.693,Plantation,321.9,0.28,0.38,0,0,0,19_80
IND_S014438,25.97373,82.27313,West Bengal,Murshidabad,Indo_Gangetic_Plain,83.4,7.29,50.7,0.352,1856.1,1312.2,253.4,25.8,1.58,2.12,0.56,1.37,0.528,Water_Body,120.9,0.47,0.42,1,0,0,25_82
IND_S014439,22.27115,84.26192,Madhya Pradesh,Balaghat,Central_Plateau,472.2,1.97,183.1,0.163,1159.9,816.6,150.5,29.7,4.6,0.33,10.71,1.63,0.92,Agricultural,169.8,0.52,0.13,0,0,0,22_84
IND_S014440,26.07249,78.80994,Uttar Pradesh,Gorakhpur,Indo_Gangetic_Plain,113.4,3.43,119.9,0.416,557.5,429.0,61.4,31.0,1.43,1.41,0.96,1.95,0.23,Agricultural,354.3,0.54,0.35,0,0,0,26_78
IND_S014441,26.71535,84.04167,Uttar Pradesh,Ballia,Indo_Gangetic_Plain,105.0,1.63,69.3,-0.319,1549.4,1303.3,181.9,31.7,0.85,1.5,2.21,1.03,0.496,Wetland,261.1,0.43,0.21,0,0,0,26_84
IND_S014442,25.80324,82.29861,Uttar Pradesh,Gorakhpur,Indo_Gangetic_Plain,132.5,6.07,136.4,0.275,1195.1,934.0,127.7,34.9,0.84,2.71,1.26,0.66,0.473,Wetland,75.8,0.26,0.28,0,0,0,25_82
IND_S014443,30.78457,79.28553,Himachal Pradesh,Mandi,Western_Himalayas,2074.2,8.48,55.8,1.275,1241.8,1083.0,158.8,18.3,1.54,0.56,5.49,1.83,0.509,Open_Forest,213.3,0.55,0.11,0,0,0,30_79
IND_S014444,12.44113,77.86905,Tamil Nadu,Nilgiris,Deccan_Plateau,448.0,3.01,189.1,-0.187,482.8,379.7,65.5,31.7,3.52,0.55,3.71,0.77,0.393,Settlement,2348.8,0.66,0.49,0,0,0,12_77
IND_S014445,27.45073,87.64428,West Bengal,Murshidabad,Indo_Gangetic_Plain,125.9,0.14,96.7,-0.502,1382.1,1012.2,111.5,32.8,1.67,0.37,1.62,0.05,0.539,Water_Body,120.3,0.41,0.4,0,0,0,27_87
IND_S014446,27.30808,81.94274,Bihar,Katihar,Indo_Gangetic_Plain,34.0,8.01,96.5,0.163,1213.4,1060.6,230.5,31.1,0.63,1.78,2.94,1.33,0.634,Agricultural,230.4,0.44,0.39,0,0,0,27_81
IND_S014447,16.55402,78.97078,Telangana,Khammam,Deccan_Plateau,414.6,0.1,80.2,0.144,872.9,712.0,75.4,29.1,7.2,0.71,4.93,2.04,0.122,Barren_Sandy,68.9,0.18,0.56,0,0,0,16_78
IND_S014448,26.37143,82.85104,Uttar Pradesh,Ballia,Indo_Gangetic_Plain,166.0,0.1,155.9,0.366,1171.9,851.0,168.8,27.3,0.33,2.33,2.42,2.02,0.58,Agricultural,726.9,0.1,0.38,1,0,1,26_82
IND_S014449,10.942,76.65759,Kerala,Idukki,Western_Ghats,1024.9,3.98,29.7,1.197,1699.7,1195.5,229.6,25.2,1.13,1.04,0.95,1.82,0.739,Settlement,13742.3,0.76,0.51,0,0,0,10_76
IND_S014450,25.69281,70.77638,Gujarat,Kutch,Arid_West,249.3,2.16,277.9,0.022,373.7,290.4,33.3,31.1,12.8,0.75,0.05,1.92,0.231,Agricultural,371.5,0.47,0.11,0,0,0,25_70
IND_S014451,17.25484,79.82495,Tamil Nadu,Nilgiris,Deccan_Plateau,275.0,10.49,103.4,0.093,1229.5,980.1,104.8,30.4,16.79,0.13,3.75,2.19,0.551,Scrubland,230.4,0.54,0.38,0,0,0,17_79
IND_S014452,25.77472,95.76191,Meghalaya,East Khasi Hills,Eastern_Himalayas_NE,930.3,15.31,321.9,-0.579,930.6,726.8,88.5,26.5,0.68,1.32,4.89,1.64,0.297,Agricultural,60.4,0.46,0.11,0,0,0,25_95
IND_S014453,24.53075,87.32152,West Bengal,Murshidabad,Indo_Gangetic_Plain,244.8,0.98,264.2,-0.309,713.3,565.8,118.6,32.4,3.55,1.8,1.37,0.38,0.341,Agricultural,22.3,0.34,0.31,0,0,0,24_87
IND_S014454,26.01168,70.18893,Gujarat,Kutch,Arid_West,319.6,2.65,330.4,0.008,333.8,235.6,42.5,25.5,3.97,0.48,1.9,0.89,0.373,Barren_Sandy,436.3,0.38,0.23,0,0,0,26_70
IND_S014455,25.57182,84.3472,Bihar,Katihar,Indo_Gangetic_Plain,137.1,1.7,26.7,0.422,1318.7,1134.2,178.6,30.9,1.61,2.59,5.68,2.44,0.672,Agricultural,978.7,0.25,0.28,0,0,0,25_84
IND_S014456,24.83795,84.0594,West Bengal,Murshidabad,Indo_Gangetic_Plain,145.5,0.15,67.3,-0.312,1762.2,1296.0,145.7,27.2,6.54,1.54,3.02,0.31,0.394,Agricultural,721.2,0.3,0.16,0,0,0,24_84
IND_S014457,26.34294,95.88269,Assam,Dhemaji,Eastern_Himalayas_NE,690.9,18.99,150.6,-0.889,2561.4,2038.0,171.4,28.8,2.64,1.85,0.96,0.35,0.349,Barren_Sandy,104.4,0.39,0.13,0,0,0,26_95
IND_S014458,31.86798,76.81791,Uttarakhand,Chamoli,Western_Himalayas,2845.6,39.04,308.8,0.174,1521.0,1152.0,166.6,12.9,22.9,0.73,2.02,2.4,0.318,Grassland,1237.4,0.33,0.45,0,1,0,31_76
IND_S014459,19.5909,83.85293,Madhya Pradesh,Balaghat,Central_Plateau,475.7,10.2,9.4,-0.842,1119.2,803.3,65.9,28.8,14.63,0.11,1.06,0.47,0.701,Dense_Forest,966.3,0.47,0.47,0,0,0,19_83
IND_S014460,22.96291,80.38433,Madhya Pradesh,Balaghat,Central_Plateau,371.6,0.92,124.1,0.178,1061.1,749.2,96.0,31.2,24.44,1.04,5.87,0.56,0.682,Agricultural,278.2,0.55,0.42,0,0,0,22_80
IND_S014461,23.14224,72.2939,Rajasthan,Jaisalmer,Arid_West,5.0,2.26,108.5,-0.43,351.0,258.7,31.3,32.6,4.45,1.08,10.44,1.11,0.023,Barren_Sandy,339.8,0.53,0.45,0,0,0,23_72
IND_S014462,21.90652,84.52382,Odisha,Mayurbhanj,Central_Plateau,436.7,2.65,217.4,-0.313,1842.4,1336.1,207.7,31.8,2.16,0.96,3.53,0.32,0.723,Plantation,227.7,0.14,0.58,0,0,0,21_84
IND_S014463,25.13825,95.03567,Sikkim,North Sikkim,Eastern_Himalayas_NE,704.8,15.27,84.4,-1.849,2963.2,2143.1,333.0,23.1,8.48,1.81,1.85,1.56,0.178,Agricultural,189.8,0.58,0.2,0,0,0,25_95
IND_S014464,34.05852,77.40191,Himachal Pradesh,Mandi,Western_Himalayas,2007.2,33.86,5.4,-1.258,1167.9,1001.0,103.9,17.2,5.99,1.05,5.12,0.53,0.676,Open_Forest,52.5,0.48,0.15,0,0,0,34_77
IND_S014465,23.43538,72.61728,Rajasthan,Jaisalmer,Arid_West,183.5,0.85,232.1,0.134,509.2,386.6,51.9,30.3,2.9,1.12,3.05,0.96,0.178,Scrubland,317.4,0.26,0.3,0,0,0,23_72
IND_S014466,26.70292,86.18061,Bihar,Supaul,Indo_Gangetic_Plain,226.4,2.68,297.7,0.098,1161.5,1012.0,221.3,32.1,2.24,2.15,2.3,3.22,0.426,Settlement,2095.8,0.4,0.55,0,0,0,26_86
IND_S014467,25.25141,79.17539,West Bengal,Murshidabad,Indo_Gangetic_Plain,226.5,1.6,38.7,0.314,1122.5,934.8,77.0,26.1,1.73,1.3,3.25,1.94,0.785,Water_Body,106.3,0.12,0.26,0,0,0,25_79
IND_S014468,23.98935,74.42354,Gujarat,Kutch,Arid_West,215.5,2.58,255.2,0.407,517.1,429.5,51.5,34.4,3.22,0.94,7.52,0.43,0.191,Agricultural,1783.2,0.25,0.44,0,0,0,23_74
IND_S014469,14.22381,74.98489,Karnataka,Kodagu,Western_Ghats,817.2,15.8,88.1,1.355,2719.4,2045.2,307.7,24.7,9.11,2.84,2.6,1.42,0.712,Plantation,74.9,0.42,0.46,0,0,0,14_74
IND_S014470,25.75489,94.74883,Meghalaya,East Khasi Hills,Eastern_Himalayas_NE,1049.8,37.75,250.1,1.138,2476.7,1993.5,218.7,28.6,2.68,1.68,7.59,1.29,0.181,Agricultural,15.1,0.13,0.51,0,0,0,25_94
IND_S014471,16.52481,78.40555,Andhra Pradesh,East Godavari,Deccan_Plateau,444.3,1.83,196.9,-0.172,787.2,563.9,62.9,33.6,7.57,0.93,0.53,0.72,0.196,Barren_Sandy,150.6,0.28,0.22,0,0,0,16_78
IND_S014472,27.89628,73.72164,Gujarat,Kutch,Arid_West,136.1,0.12,111.2,0.11,258.1,183.1,33.3,29.9,6.88,0.72,1.79,1.68,0.225,Scrubland,382.9,0.36,0.1,0,0,0,27_73
IND_S014473,34.36237,79.30225,Himachal Pradesh,Mandi,Western_Himalayas,3527.3,16.52,220.8,1.034,1172.8,1022.5,188.2,13.4,8.95,0.57,7.26,0.91,0.236,Barren_Rocky,300.5,0.32,0.5,0,0,0,34_79
IND_S014474,12.91932,80.10399,Telangana,Khammam,Deccan_Plateau,539.9,1.29,129.1,-0.421,715.5,502.5,48.8,28.0,2.44,0.0,0.12,0.59,0.203,Agricultural,640.3,0.36,0.23,0,0,0,12_80
IND_S014475,25.91589,86.51314,Bihar,Supaul,Indo_Gangetic_Plain,190.1,1.62,79.0,0.1,1441.1,1205.3,235.5,29.5,2.0,2.3,1.22,1.71,0.67,Agricultural,56.8,0.11,0.49,0,0,0,25_86
IND_S014476,13.57348,74.7998,Kerala,Idukki,Western_Ghats,447.7,12.71,210.8,-0.31,3923.1,3103.6,419.4,28.4,2.26,1.86,0.86,1.73,0.663,Dense_Forest,45.4,0.32,0.42,1,0,0,13_74
IND_S014477,28.26308,69.61181,Gujarat,Kutch,Arid_West,240.7,6.0,101.5,-0.154,295.6,249.3,46.3,33.2,2.06,1.3,0.53,1.48,0.512,Agricultural,114.5,0.3,0.47,0,0,0,28_69
IND_S014478,28.36523,73.4701,Rajasthan,Jaisalmer,Arid_West,195.0,4.59,168.0,0.027,388.0,297.5,23.8,30.4,21.71,0.93,4.74,1.87,0.377,Agricultural,55.8,0.19,0.16,0,0,0,28_73
IND_S014479,28.18488,92.57569,Meghalaya,East Khasi Hills,Eastern_Himalayas_NE,1309.0,18.46,123.5,0.424,2910.8,2244.1,298.2,23.0,0.67,1.56,2.58,1.24,0.234,Agricultural,365.1,0.49,0.5,0,0,0,28_92
IND_S014480,25.89155,94.19207,Assam,Morigaon,Eastern_Himalayas_NE,925.3,32.58,328.4,1.044,1245.9,942.8,87.1,30.2,0.08,2.93,0.34,1.28,0.402,Scrubland,45.5,0.56,0.52,0,0,0,25_94
IND_S014481,30.65259,76.79629,Uttarakhand,Rudraprayag,Western_Himalayas,2595.7,23.07,280.0,-0.743,1525.3,1288.1,113.7,20.0,1.45,0.52,2.32,0.97,0.647,Grassland,216.9,0.14,0.34,0,0,0,30_76
IND_S014482,16.83428,76.49671,Maharashtra,Raigad,Western_Ghats,230.5,21.11,217.4,-0.603,1120.2,794.2,134.7,29.8,2.65,1.88,0.29,2.65,0.723,Plantation,439.1,0.35,0.26,0,0,1,16_76
IND_S014483,29.7911,76.51942,Uttarakhand,Chamoli,Western_Himalayas,2399.8,43.87,214.1,0.381,1021.1,891.8,89.3,20.9,5.61,0.81,2.89,2.01,0.443,Barren_Rocky,332.4,0.45,0.39,0,1,0,29_76
IND_S014484,26.59702,84.50031,West Bengal,Murshidabad,Indo_Gangetic_Plain,5.0,1.53,193.0,0.351,1020.9,832.5,134.3,33.1,2.08,1.29,3.29,1.65,0.366,Water_Body,306.6,0.17,0.41,1,0,0,26_84
IND_S014485,30.62342,79.13962,Himachal Pradesh,Mandi,Western_Himalayas,3126.1,33.67,269.0,1.749,436.2,347.2,68.4,16.0,7.89,0.55,0.58,2.6,0.429,Grassland,175.2,0.25,0.36,0,1,0,30_79
