srtm_elevation_m,srtm_slope_deg,rainfall_24h_mm,rainfall_3day_mm,rainfall_7day_mm,label
1878.0,37.49780055602294,32.4,37.72,61.34,1
195.0,3.2667369534053785,20.1,110.72,123.94,0
1194.0,24.172199371091,5.33,7.85,23.26,1
4237.0,30.47110812161494,14.39,15.23,26.54,0
139.0,14.263947828321124,5.97,40.38,84.21000000000001,0
199.0,3.4717273910601247,22.91,53.46,86.71,0
3554.0,28.5035711533411,1.54,17.56,82.59,1
159.0,30.26194567930274,25.48,331.27000000000004,442.18,1
692.0,25.176293155000685,39.28,53.14,98.45,1
929.0,2.872624341539043,10.27,28.96,29.03,1
769.0,21.957072262334343,0.0,0.0,12.73,0
624.0,13.241513733268036,1.04,1.05,1.31,0
247.0,8.611886660284798,27.07,53.61,84.81,0
468.0,11.638782342375588,72.7,119.57,124.22,1
63.0,3.2403233911170104,10.04,45.71,114.33,0
1393.0,26.065085963608468,69.25,107.79,126.11,1
888.0,13.792360324925085,129.03,220.07,291.17,1
5317.0,14.799701642451842,16.26,36.74,69.11,0
1314.0,16.3092633618643,0.52,18.13,18.59,1
107.0,4.243481582233396,51.08,61.97,71.72999999999999,0
201.0,15.212959060626032,53.79,79.49000000000001,199.93,1
239.0,0.9740372386064436,0.22,9.81,15.36,0
622.0,31.36698504102342,0.07,0.07,0.07,0
2393.0,24.67996107486124,2.87,2.87,4.71,1
6.0,2.127206512798371,61.64,229.17,318.57,1
24.0,7.963599896002825,7.6,24.65,52.89,1
1636.0,17.89437560837668,0.26,0.41,2.3599999999999994,0
1515.0,36.98677716151981,0.0,2.56,2.56,1
1396.0,3.200508507855546,11.95,28.19,92.02,1
1669.0,16.981723743155463,5.76,6.26,9.2,1
1416.0,13.111127069158682,6.81,13.15,42.18000000000001,0
3245.0,28.070121948343928,0.87,0.87,20.39,0
2740.0,29.865215887538653,3.75,14.43,19.62,1
94.0,3.4509708390456866,0.44,1.85,2.09,0
5184.0,59.5841255533914,14.53,18.6,32.39,0
1572.0,47.83798099053964,10.5,20.99,33.98,0
813.0,2.938804039026371,36.67,77.84,106.42,0
4084.0,24.98703787426337,8.26,9.48,9.85,0
296.0,1.4214154781104795,5.93,24.59,38.81,0
1503.0,16.038678192026104,4.3,5.51,37.4,1
1019.0,12.074502330273894,29.74,62.14,110.29,1
2931.0,44.31064277884628,13.98,26.18,50.46,0
4841.0,26.15123552256615,6.72,15.73,63.56,0
1251.0,3.700645055238003,14.94,43.33,119.51,1
185.0,4.920366354044426,92.06,259.72,539.49,0
4015.0,59.89577625658595,15.53,29.39,37.21,0
4125.0,35.14747521498803,7.78,20.55,31.190000000000005,0
1559.0,10.170948748149192,34.95,65.07,109.57,1
70.0,2.1259768158641013,23.72,50.02,54.69,0
2373.0,23.88892133696707,0.03,0.43,4.4,0
1566.0,32.90368498765844,1.27,16.62,115.99000000000002,0
1350.0,18.0263173503138,12.67,20.58,85.78,1
871.0,35.98862354122468,164.91,204.1,205.4,0
104.0,3.469541364276995,12.82,146.01,185.49,0
1728.0,25.918399236700026,62.16,102.51,136.61,1
23.0,2.0413777681804106,43.71,124.37,171.03,1
14.0,4.023040546811676,0.19,1.09,19.11,0
36.0,4.242613893222695,47.81,72.55000000000001,105.61,0
1558.0,50.3322350931986,30.5,65.25,91.89,1
869.0,7.918283024246914,35.59,72.76,209.37,0
645.0,0.9825808994123754,7.05,57.00999999999999,84.55999999999999,0
115.0,39.5106853976653,38.98,109.25,235.03,1
739.0,6.616511307914441,2.7,23.33,25.67,1
2302.0,28.36377316661259,13.38,40.0,102.6,0
1858.0,27.567462344848003,24.39,26.2,41.63,1
523.0,31.91459069850886,9.47,26.480000000000004,126.28,0
5.0,2.085490515740529,105.7,288.19,370.45,1
4122.0,40.99005523528607,0.35,20.31,56.430000000000014,0
3827.0,18.14433292579047,1.38,6.43,37.52,1
-1.0,1.852254273911334,15.52,56.14,87.8,1
982.0,20.442712553007564,0.0,0.14,1.8200000000000005,1
1119.0,19.14945002140933,27.12,107.75,212.07,1
90.0,0.0,12.43,33.72,136.01999999999998,0
2041.0,21.74392182314659,40.66,74.53999999999999,164.04,1
1022.0,36.10655674778545,1.74,5.62,28.44,1
1251.0,32.47374462015055,5.42,8.29,54.14,1
2442.0,17.488372713621818,17.32,32.27,50.38999999999999,1
570.0,31.006223173750243,21.59,43.900000000000006,102.45,0
1142.0,1.1140303509421825,0.0,7.36,14.6,1
1580.0,1.4568011145394837,24.38,74.62,160.20000000000002,0
486.0,19.106708679621853,4.61,14.41,31.750000000000004,1
264.0,19.518165735735224,5.6,22.56,69.88,1
5482.0,13.1899789340055,3.97,10.64,34.050000000000004,0
936.0,7.035382657347792,13.68,24.55,36.6,0
377.0,53.7489740272928,4.2,12.59,27.42,1
96.0,17.440557981026373,40.32,126.46,210.07,1
2582.0,14.607887870160232,61.51,118.73,171.84,1
2470.0,8.843156500883552,45.33,176.34999999999997,228.39,1
777.0,12.19922578147437,10.04,18.74,64.65,1
3543.0,4.279209739887967,116.18,191.89,260.12,1
707.0,59.06689899012227,3.18,3.27,40.57999999999999,0
2148.0,9.22804488284202,19.34,25.38,26.28,0
3154.0,27.71008249172615,0.03,2.0,21.290000000000003,0
1288.0,12.456195843516292,14.38,23.03,75.36999999999999,1
1705.0,2.2298070849917324,25.59,27.54,27.54,0
845.0,30.145634895972616,6.34,87.59,155.78,0
4156.0,21.114377725136297,3.39,4.54,117.68999999999996,0
2490.0,39.183379047472165,0.21,1.2799999999999998,12.330000000000002,0
1294.0,24.814434298539105,0.7,71.33,99.02,0
833.0,31.19135818353492,8.47,11.78,26.12,1
23.0,7.604590508007037,15.99,44.870000000000005,116.35,1
1314.0,8.88367265326201,1.8,2.67,189.73,1
199.0,3.4717273910601247,35.81,92.48,154.16,0
26.0,17.078131676396392,19.96,72.34,88.61000000000001,1
836.0,38.37393347495164,1.26,7.51,56.8,1
1628.0,30.342707714734605,14.28,30.55,56.39,1
54.0,3.465244538670621,10.67,74.71,148.2,0
271.0,1.4189209432710364,72.76,122.63,189.5,0
640.0,13.108321654365652,2.2,79.4,131.24,1
1559.0,29.26304389553204,17.06,32.41,58.35,1
5054.0,25.126107403736903,1.77,9.54,43.77,0
3.0,2.653046302977528,17.51,82.14,361.1,1
663.0,4.82326278722797,6.1,45.89,82.07,0
2709.0,29.2204826237158,10.8,12.87,35.31,1
1120.0,7.672506039100357,0.64,11.66,57.370000000000005,1
217.0,0.0,0.92,12.14,32.629999999999995,1
1826.0,33.646841951002344,3.05,19.37,49.59,1
1066.0,27.396267400283048,3.12,12.66,15.87,1
588.0,9.700569437024638,4.3,30.75,65.95,1
1043.0,5.625579491786746,78.58,116.26,124.11,1
1392.0,19.94576616473369,2.09,71.58,85.55000000000001,1
1081.0,8.496937956006335,21.06,76.18,247.9,1
4264.0,15.080721130244314,8.87,14.22,20.91,0
432.0,24.23215048378429,2.97,4.220000000000001,19.28,1
609.0,9.794731163128503,0.45,31.67,49.49,0
517.0,12.572942550775846,21.77,154.02,229.16000000000005,0
948.0,10.406004148237258,79.02,160.97,211.44,0
4917.0,55.13741131864968,0.69,20.31,52.82999999999999,0
1693.0,12.628003113014977,7.47,11.56,13.5,1
51.0,0.0,0.0,0.8400000000000001,68.67,0
244.0,1.855385510825832,42.12,86.66,116.9,0
99.0,1.396111711548549,14.22,37.67,118.62,0
88.0,0.9279360212320218,15.91,38.81,146.51,0
2203.0,25.718402120372115,10.84,27.29,62.5,0
3118.0,1.852254273911334,1.03,4.11,40.26,1
902.0,40.36561891466498,39.29,84.47,157.45999999999998,1
84.0,4.246115597034001,2.31,50.0,149.33,0
95.0,0.0,3.01,23.79,116.54,0
246.0,1.4180984743189955,5.7,5.83,6.86,0
46.0,3.107848619958056,0.0,24.55,105.1,0
575.0,12.073815012386085,4.56,13.3,66.39,1
490.0,15.815530736920152,91.69,167.45999999999998,258.9,0
2226.0,20.06747813852725,20.27,83.38,135.76,0
4629.0,38.19421370977621,45.36,60.96,61.64,0
811.0,18.79277068458064,0.0,0.97,14.97,1
2482.0,30.24592215889752,3.27,10.26,84.33999999999999,0
301.0,0.926369172997235,14.75,36.39,121.84,1
1728.0,11.387211682153785,5.78,14.93,47.43,1
724.0,5.635006261973033,5.0,10.42,12.77,0
51.0,2.962264172036869,8.4,82.12,160.64,1
792.0,26.612107126769075,19.67,151.56,180.83,0
791.0,14.556945931678731,8.53,25.3,49.85,0
796.0,17.946031415771497,76.95,132.5,135.86,1
292.0,21.17800538487376,5.0,13.14,34.17,0
1194.0,26.547637653849502,3.09,14.11,17.23,0
289.0,2.156046134086923,0.02,46.92,91.8,0
122.0,31.46794275581712,3.63,23.38,112.64,1
4349.0,36.43438784997779,5.46,8.96,20.7,0
2189.0,8.564040360328832,8.35,48.05,74.47999999999999,1
1342.0,15.045251890468451,0.02,0.22,42.89000000000001,1
3017.0,36.12046495190489,0.36,0.48,38.58,0
14.0,2.132110917454951,67.94,142.76,319.89,1
1216.0,20.153485331958937,20.39,69.77,139.66,0
586.0,2.0866681981651896,27.69,58.55,117.67,0
1635.0,17.968376514048142,82.16,187.74,243.87,1
105.0,10.085476299962467,32.15,108.99,231.77,1
2315.0,28.66861571559894,0.89,4.17,48.13,0
2069.0,56.13187415408886,1.58,6.67,41.11999999999999,1
173.0,12.858314085836204,7.89,16.48,48.2,1
3397.0,26.259989871109457,12.02,13.76,14.64,1
1164.0,13.776901127433725,159.16,301.04,402.74,0
2354.0,24.70480876248841,16.31,45.03,85.44,0
218.0,7.53556819161701,6.73,15.81,62.870000000000005,1
46.0,2.7771727466475022,47.68,110.86,338.72,1
373.0,3.592976146666873,11.69,18.06,97.56,0
292.0,1.3933471251867793,8.57,19.81,46.38,0
5015.0,24.679803469545966,3.25,17.82,46.260000000000005,0
479.0,22.924178020504897,24.56,73.55,182.7,0
2080.0,12.322552288948472,7.51,17.96,50.82,1
2174.0,14.709626552251406,19.4,29.92,84.65,0
52.0,0.0,19.98,46.6,128.17,0
489.0,33.84009910380617,1.34,2.16,2.43,0
73.0,13.663519856208897,32.96,96.01,110.07,1
69.0,1.3893149039597654,11.95,20.24,83.67,0
271.0,1.4189209432710364,100.14,152.82,158.06,0
5015.0,24.679803469545966,2.09,7.390000000000001,18.29,0
59.0,1.345960585196949,0.01,0.34,8.8,0
1704.0,27.369455013928143,9.11,20.54,30.52,1
1976.0,15.440566054073996,9.53,11.54,34.7,1
48.0,1.0377579618378767,163.71,240.34,273.62,0
3559.0,2.997435387966549,0.25,0.48,1.34,0
1132.0,7.721564737075644,28.74,59.6,124.47,1
1502.0,32.128828687867404,29.1,61.03,116.62,1
258.0,18.923862547536768,11.47,38.87,102.54,0
5699.0,42.80673375074191,0.03,0.45,9.01,0
2755.0,41.67230710352594,0.93,0.93,16.04,0
711.0,7.20097919921648,5.63,34.46,86.02,0
568.0,22.113876912814764,25.29,66.25999999999999,138.52,1
1011.0,10.737012349477968,9.35,56.78,98.35,1
4806.0,8.528546563298459,7.21,9.31,17.45,0
1668.0,38.40706244256023,22.44,42.58,100.35,1
663.0,36.59719885359989,8.13,26.33,125.91,1
421.0,11.747058666883063,0.17,24.260000000000005,64.65,1
1061.0,49.907455767339066,27.42,60.77,95.28,1
839.0,26.754669237119703,24.92,62.81,104.28,1
1231.0,3.2722870185412583,0.48,12.84,65.81,1
1559.0,25.152958742802603,6.37,16.77,28.53,1
1586.0,3.700645055238003,9.01,10.33,16.689999999999998,1
1231.0,14.164304838851391,1.01,66.24,233.83,1
3969.0,2.8691983302594606,4.71,4.72,25.89,1
11.0,7.723525416977735,24.01,50.57000000000001,77.63000000000001,0
773.0,14.7646896955861,11.64,27.74,40.12,0
1107.0,30.203926293037487,15.14,46.44,126.22,1
1411.0,12.030367282308,8.67,16.28,68.05,1
4749.0,21.074977521735622,102.57,166.76999999999998,212.94,0
766.0,26.42366303774005,21.83,35.69,48.29,1
1600.0,17.03898374535643,58.3,193.41000000000005,253.36,1
1239.0,14.290231661849331,2.88,5.66,21.290000000000003,1
1700.0,35.36027372118318,1.84,27.86,57.11,0
256.0,26.701404884610746,21.72,69.05,217.88,1
74.0,2.78098910844063,20.95,36.86,91.81,0
3711.0,28.66152395757852,3.08,8.81,16.060000000000002,1
752.0,2.1351274294166025,0.0,0.0,0.0,1
3260.0,25.57150447344835,10.66,22.24,22.72,1
54.0,1.852254273911334,32.69,36.57,116.34999999999998,1
425.0,36.29709404353894,3.16,20.57,29.11,1
581.0,20.309247989722795,34.65,104.6,170.2,1
1514.0,36.11996772784842,3.08,31.87,36.39,0
2235.0,42.73921519280118,3.22,18.61,43.92999999999999,0
1607.0,2.1655225485426595,13.06,37.94,43.66,1
317.0,13.589593958391731,136.4,164.09,246.72,1
28.0,0.0,20.3,68.55,185.65000000000003,0
5483.0,60.52911721022779,7.89,19.15,43.290000000000006,0
4651.0,28.67704785192434,2.05,30.04,78.69999999999999,0
45.0,1.3234073041152994,25.59,91.43,114.73,1
199.0,6.787802599791424,0.0,0.0,0.0,1
2051.0,26.57255806740217,15.79,41.11,75.5,1
204.0,2.198921738407341,4.37,102.82,131.01,1
3491.0,12.667146975830782,7.21,9.31,17.45,0
868.0,13.388390372604496,3.45,18.56,119.55,0
809.0,6.70525326285847,31.14,154.03000000000003,172.87,0
1911.0,40.92553631506085,0.0,1.89,56.63000000000001,1
4926.0,11.769726623019643,0.09,0.18,18.81,0
296.0,41.96958163064336,7.45,14.99,67.36,1
136.0,3.64394050925092,8.03,18.009999999999998,41.85,0
86.0,1.855385510825832,9.02,63.28,93.23,0
117.0,1.0386671350979773,23.58,39.64,72.19,0
5022.0,40.0458864429252,11.6,55.96,116.67999999999998,1
34.0,4.228625533720672,0.79,7.83,13.37,0
842.0,43.38425366680169,1.45,22.92,79.8,1
55.0,2.125092589258966,15.33,84.13,147.75000000000003,0
1157.0,41.67538598512718,15.11,110.23,146.31,1
1590.0,0.926369172997235,19.62,22.8,40.21,1
99.0,2.084701250562225,33.54,104.84,174.44,0
1392.0,23.59944453879583,0.45,1.26,11.98,0
20.0,0.0,72.57,104.67,139.81,1
39.0,0.9648430707504952,5.44,28.44,213.29,0
249.0,3.4319780815978373,11.11,12.86,27.08,0
236.0,17.151823509523624,61.13,106.92000000000002,116.73,1
309.0,1.42225610803532,0.07,8.76,8.76,0
2362.0,45.14658443764603,6.19,26.110000000000003,48.55,0
15.0,0.9379967692408814,14.29,19.47,25.34,0
4810.0,38.8257468604424,10.93,26.45,34.33,0
740.0,13.0479773943411,4.11,67.84,232.73,1
396.0,2.9593941376249964,23.82,45.04,129.3,1
79.0,2.968241041983797,0.3,23.77,103.8,0
3235.0,35.242275673497765,0.51,7.649999999999999,21.500000000000004,1
359.0,1.852254273911334,14.61,52.91,154.40000000000003,1
539.0,1.3549302732614883,51.34,128.63,187.66,0
282.0,3.2128253404789087,12.55,40.34,100.43,1
142.0,4.260974997341704,21.58,45.38,116.7,0
1949.0,6.925033699907076,36.45,61.82,134.01,1
120.0,2.1225336851439054,4.7,6.86,86.85,1
3774.0,41.87940540457984,7.52,55.56999999999999,103.27,0
470.0,22.45952250962254,2.38,19.51,65.78,1
205.0,4.862811096960644,0.0,10.12,14.04,1
767.0,7.469170817215433,9.58,37.17,98.19,1
3023.0,21.242444005519644,4.27,6.289999999999999,6.379999999999999,0
3567.0,56.92924744151644,4.61,5.550000000000001,13.39,0
4813.0,27.64758596704239,3.55,9.51,13.7,0
4584.0,31.280741652205933,2.56,4.35,4.41,0
222.0,2.9657876431775008,13.93,80.33000000000001,92.86,0
1472.0,30.107544333341195,7.01,14.36,37.34,1
166.0,10.49371821509502,47.46,103.84,138.71,1
430.0,3.515403050966418,0.0,1.71,1.71,1
2698.0,10.695696777464434,32.32,33.8,38.38,1
6.0,7.451519953024006,56.88,100.21,101.73,1
577.0,23.257702468808013,40.47,104.47,158.73,1
1243.0,25.45006572616037,5.13,13.96,29.88,0
1073.0,29.77178592100088,16.97,36.01,57.34,0
525.0,5.15715117338214,39.28,53.14,98.45,1
1452.0,8.217939368508873,52.1,92.98,96.35,1
1442.0,4.9508487656938565,23.12,99.99,119.47,1
5126.0,25.856259855776493,0.0,0.0,1.02,0
876.0,25.94490322722067,2.62,41.26,100.51,1
66.0,12.050197904207147,8.74,18.950000000000003,36.32,0
516.0,23.59459270643892,30.08,55.04,150.92000000000002,1
702.0,8.899411654391821,4.96,4.96,4.96,1
44.0,0.9653243801871292,74.61,148.98000000000002,298.72,0
1125.0,39.5106853976653,8.45,64.93,96.46,1
4825.0,31.40432800461783,1.0,20.36,39.23,0
344.0,18.66334470623999,4.34,40.53,57.3,1
5077.0,8.627056077198322,11.09,38.03,60.49,0
4810.0,38.8257468604424,3.93,3.93,3.93,0
18.0,4.66943512608206,47.23,63.38,67.03,1
69.0,1.3893149039597654,36.98,152.61,295.03000000000003,0
1510.0,32.9637078729091,0.26,1.83,3.59,1
3296.0,29.37686223412349,13.7,42.13,46.97,1
1652.0,31.622511420038585,0.53,72.81,88.15,0
160.0,0.9279360212320218,11.27,26.27,51.78,0
192.0,1.3443899894791966,14.34,53.84,78.1,0
1311.0,31.44272371697256,5.42,8.29,54.14,1
127.0,0.926369172997235,42.73,61.92999999999999,96.57,1
700.0,15.584319140976891,10.83,37.9,68.11,1
10.0,0.926369172997235,0.0,1.2,13.079999999999998,1
187.0,4.151500157150817,9.35,20.12,38.0,0
4230.0,38.42614497864805,4.71,4.72,25.89,0
110.0,7.483527022769613,45.59,126.29,207.05,1
3377.0,0.926369172997235,1.03,1.03,1.03,1
508.0,4.345266979704283,18.33,34.5,39.18,0
2317.0,47.71207719948629,1.04,10.009999999999998,32.72,0
5521.0,29.07468292536789,0.0,8.370000000000001,12.13,0
4162.0,15.390110042494245,47.73,106.2,120.47,0
166.0,7.910790505988174,35.72,97.5,135.95,1
574.0,13.382011058655502,5.36,227.44000000000003,330.6,0
622.0,5.652381512875881,87.77,352.92,463.42,1
1033.0,16.02045964527659,6.03,24.82,47.27,1
1328.0,24.119907126086968,10.3,41.39,117.9,1
2784.0,42.4419390448718,13.17,36.7,50.620000000000005,0
1118.0,23.195504298327688,0.9,14.07,26.29,1
74.0,2.2709051588943243,10.49,23.29,50.94,0
878.0,8.959016880318755,14.85,23.14,71.61,0
1223.0,11.982789615605451,5.16,18.51,97.14999999999998,1
307.0,8.213794389737659,27.16,62.64,230.33999999999995,1
208.0,1.057776620942137,16.85,31.87,47.64,1
320.0,0.926369172997235,0.02,5.329999999999999,16.23,1
59.0,2.1233551687560546,7.63,38.71,72.57,0
136.0,2.78186346598435,0.06,13.64,95.46,0
468.0,1.855385510825832,25.9,38.31,42.97,0
1904.0,47.50145543703492,12.86,43.03,103.13,1
1210.0,32.10939537379301,34.05,145.59,208.77000000000004,0
1790.0,25.308890134408312,23.44,70.77,112.07,1
455.0,6.305091694156849,22.95,27.37,60.00999999999999,0
4341.0,26.309520473224502,0.0,0.0,0.0,0
272.0,0.9279360212320218,5.4,22.22,45.18,0
693.0,2.0834977221007343,53.35,154.98,246.72,1
45.0,1.0368535336436908,1.7,5.69,168.3,0
164.0,6.319849129470927,3.05,4.25,58.22,0
1219.0,33.67193744558453,25.59,27.54,27.54,1
202.0,4.209581899718213,2.97,4.220000000000001,19.28,0
5377.0,36.51588623126211,11.87,12.89,29.32,0
1548.0,18.257830124319,7.51,17.96,50.82,1
1488.0,40.75542866830437,2.34,3.69,3.91,1
1031.0,37.94197273023927,33.57,82.86000000000001,111.06,1
838.0,41.60505554204544,39.59,80.54,82.83000000000001,1
690.0,3.789463343323095,5.63,27.18,60.3,0
1.0,2.9445484274152403,22.99,145.2,203.48,1
332.0,8.555727114022334,22.27,34.36,40.61,0
277.0,10.68724186931734,16.18,42.63,65.62,0
626.0,14.54370811916454,0.02,1.97,6.079999999999999,1
599.0,4.748146082881559,19.02,31.62,55.39,0
39.0,4.742903855732507,5.19,13.25,35.77,0
329.0,1.321058439450427,5.4,22.22,45.18,1
60.0,2.0676636780842625,8.56,30.97,128.76000000000002,0
133.0,10.024134913751013,41.24,100.47,149.45000000000002,1
3754.0,31.34360836259988,0.33,1.32,1.45,0
1701.0,24.130308277645035,1.18,27.55,101.97,0
616.0,3.464728799481741,53.58,139.12,184.87,0
1213.0,30.387353371754784,24.04,71.53,95.06,1
830.0,27.77932543433156,3.45,10.5,19.57,1
3388.0,30.748384523180444,2.67,33.96,60.260000000000005,1
2170.0,3.466954947796808,29.1,61.03,116.62,1
3756.0,29.06584863357883,12.79,35.34,49.67,0
289.0,2.156046134086923,42.9,77.67,79.37,0
318.0,8.604664913794034,20.83,75.22999999999999,123.36,1
571.0,17.97114465820681,15.39,33.870000000000005,45.79,0
4549.0,19.316264704981243,0.09,1.1900000000000002,1.96,0
1018.0,9.356034364378676,10.61,13.72,16.799999999999997,1
1703.0,19.18002744721545,42.18,104.01,140.79,1
1342.0,42.249059636180085,35.29,62.41,98.8,1
773.0,3.862808306149693,10.92,34.32,108.68,0
151.0,3.5885571438036794,26.53,110.95,121.17,1
228.0,2.9642097379008097,27.13,40.16,56.59,1
576.0,0.9279360212320218,71.03,168.1,248.59,0
889.0,17.07308516773084,13.28,16.62,43.01,1
802.0,25.62140075853221,17.31,45.69,63.64,0
1596.0,5.56672068900385,1.09,7.359999999999999,7.359999999999999,1
2063.0,28.51018015838988,1.04,7.13,35.720000000000006,1
158.0,30.203926293037487,0.0,0.01,81.07,1
1307.0,40.39713922078188,34.95,113.14,176.0,1
1564.0,22.0009164260441,99.34,122.1,123.02,1
162.0,2.7802349866361302,15.93,28.57,61.51,1
846.0,11.873985657037032,12.19,26.67,29.950000000000003,0
5108.0,18.374811276589583,12.9,25.07,55.2,0
1174.0,37.03880994976716,32.12,58.88,100.82,1
496.0,16.794451837801297,9.62,61.33,170.83,0
81.0,1.340289645642677,18.88,289.23,401.12,0
2373.0,16.753270157707878,6.24,16.29,67.22999999999999,0
60.0,2.0676636780842625,4.22,13.88,29.41,0
2074.0,19.376386609630003,21.86,54.44,82.9,0
4678.0,29.563071241410537,3.31,3.31,3.31,0
3295.0,54.48224435300498,7.4,13.85,64.38000000000001,1
1602.0,26.681266321362195,79.86,103.04,118.66,1
649.0,3.3749042315627404,25.09,59.370000000000005,70.75,0
1134.0,35.28218833340786,5.36,6.24,6.24,1
20.0,2.7771727466475022,48.83,177.5,346.48,1
5.0,2.9444647786649147,27.74,57.33,88.0,1
116.0,2.969835404174002,0.09,18.66,28.74,0
2178.0,19.61553662580004,19.47,27.06,113.47,1
2689.0,34.88498111627058,18.16,56.74,122.13,0
699.0,12.53952719301456,18.26,146.36,284.48,0
149.0,2.971812670368795,16.03,31.01,145.46,0
1800.0,7.256219400387159,0.1,0.12,9.239999999999998,1
588.0,9.868020302798934,26.31,55.13,92.29,1
407.0,16.099431076325118,7.71,43.91,88.83999999999999,1
18.0,0.9279360212320218,48.47,193.27,333.49,0
1347.0,24.17434336832449,1.53,29.71,48.36,1
600.0,10.167146382762525,20.15,20.82,21.33,0
134.0,1.855385510825832,4.97,56.38,101.29,0
857.0,25.86669971816631,1.94,1.94,30.42,1
1406.0,22.47272827882763,17.06,32.41,58.35,1
1918.0,25.676361340977152,5.51,14.22,23.32,1
467.0,29.010057439499533,32.69,88.62,133.62,1
1632.0,2.164409639235206,22.91,34.97,57.94,0
3563.0,23.3455450179556,8.8,12.4,24.12,1
497.0,30.6031595904574,97.34,179.49,253.28,1
1508.0,27.04173410665788,19.59,47.41,133.06,1
4897.0,20.501187033173416,0.45,1.81,4.819999999999999,1
700.0,38.48065434258285,91.15,167.71,244.04,1
12.0,1.852254273911334,4.49,19.07,37.8,1
120.0,1.0470662401014994,21.14,32.78,70.47999999999999,0
63.0,4.818259994255743,14.23,20.69,180.1,1
542.0,6.457012205792348,4.9,6.19,12.97,0
174.0,24.82084659734152,1.29,6.319999999999999,32.89,0
4603.0,36.46899792827555,0.98,3.57,6.789999999999999,0
4302.0,15.373025654864438,3.08,8.81,16.060000000000002,0
2542.0,38.73902438595464,8.66,18.92,32.52,1
998.0,6.125906246428548,1.71,17.09,68.88,1
28.0,0.926369172997235,18.11,52.6,152.60000000000002,1
317.0,9.327683683775282,4.65,43.69,146.25000000000003,1
2268.0,25.834953165466,6.03,6.71,7.0600000000000005,0
73.0,5.645172325191004,7.64,32.39,41.78,0
1684.0,28.08554177882928,4.08,74.99,91.33,1
1668.0,32.48339327835614,24.66,57.5,122.63,1
1195.0,25.728887952082264,4.45,25.11,34.84,1
117.0,31.1647931256136,1.76,43.86,87.48,1
226.0,2.1211348279605264,9.62,16.96,28.11,0
21.0,4.151536785295535,32.34,93.86,166.0,1
158.0,16.672500924387776,100.21,151.86,234.0,1
248.0,6.166308477023598,11.76,44.78,112.45,1
918.0,15.998551483834897,8.95,35.47,54.13,1
215.0,2.936632303217729,1.42,14.19,34.52,0
257.0,6.037676337537942,0.84,33.230000000000004,72.2,0
90.0,2.2709051588943243,11.53,29.67,100.12,0
1431.0,15.833998491382577,3.75,14.43,19.62,0
46.0,1.855385510825832,22.75,24.35,38.62,0
50.0,1.3886560245535318,0.0,0.0,0.01,0
788.0,3.8256119473253234,0.17,2.39,16.07,0
431.0,2.833846660739933,12.06,34.7,56.3,0
5015.0,24.679803469545966,0.06,12.65,12.74,0
926.0,36.41131657948219,0.31,0.64,1.35,1
70.0,2.7823345378056263,14.42,157.95,241.42,0
2209.0,22.73050596094817,6.81,16.91,29.59,0
5482.0,13.1899789340055,2.11,5.199999999999999,21.29,0
614.0,4.936180823785325,14.4,21.33,204.91000000000005,0
5672.0,6.556762003427905,83.93,130.23000000000002,170.0,0
86.0,24.925661978622223,126.76,191.59,231.7,1
64.0,2.125092589258966,116.05,139.57999999999998,184.68,0
106.0,4.986081130841307,31.68,55.28,62.83,1
4524.0,8.98998073942689,3.09,6.74,24.95,0
4377.0,28.66372929165834,8.65,24.58,37.09,0
22.0,2.9420469443372586,0.78,1.32,1.7200000000000002,1
802.0,28.63524412342432,2.3,2.31,4.09,1
1957.0,14.642214753431064,0.01,8.45,9.91,1
938.0,5.444531508911997,1.75,6.8500000000000005,66.28,1
62.0,8.052208331477186,74.81,239.59,401.8,1
3392.0,22.04765281965332,26.66,38.94,101.15,0
5469.0,5.4922781527666285,0.65,2.15,30.630000000000003,0
808.0,21.16476553988907,92.52,264.91,377.54,1
338.0,3.5116621701670936,4.52,15.13,120.43,0
683.0,2.6722130122177,7.62,23.98,54.07,0
1027.0,4.777855837867803,57.69,107.85,160.98,1
121.0,33.99330408731827,1.76,43.86,87.48,1
766.0,34.34235326041044,2.17,16.47,42.510000000000005,1
1075.0,15.627861497598468,4.92,78.91,190.12,1
2487.0,38.17760363820586,20.72,41.8,88.17,1
642.0,31.568430941138818,36.02,76.5,135.79,1
3419.0,30.91911614989316,5.44,21.66,46.38,0
3455.0,4.816346968287688,10.68,15.33,41.98,0
214.0,21.75887594049199,68.15,195.05,237.72,0
61.0,8.894608374531636,0.26,0.26,0.26,1
28.0,2.081551404631642,44.07,118.01,189.8,1
1456.0,24.97370402976945,11.21,24.72,78.91,0
76.0,7.148839105606214,126.76,191.59,231.7,1
3991.0,38.27767832231528,5.37,27.180000000000003,32.32,0
788.0,38.419313040845296,0.81,43.97,77.12,1
168.0,0.0,0.0,0.0,0.41,1
1229.0,25.44661265658255,14.51,72.69000000000001,119.24,0
824.0,1.327683002773203,1.89,1.89,1.92,0
1903.0,42.28117871468224,0.0,0.0,0.0,1
834.0,24.075050587869868,2.81,18.91,39.86,1
4985.0,35.671342323322,1.06,6.460000000000001,21.94,0
2430.0,46.9489142738443,9.92,26.67,58.150000000000006,1
20.0,2.78186346598435,61.95,142.82999999999998,165.91000000000005,0
72.0,0.0,0.0,0.0,0.0,0
